language,text,time,id,originalId,details
en,We provided live coverage of the UK Youth Select Committee's first ever oral session alongside its live broadcast on BBC Parliament in 2012.,2013-01-16,36375,4acf6668f964a5206fd320e3,http://tour-pedia.org/api/getPlaceDetails?id=36375
en,"On Monday 18th March 2013, we hosted the 2013 Youth Select Committee's Induction.",2013-04-03,36375,4acf6668f964a5206fd320e3,http://tour-pedia.org/api/getPlaceDetails?id=36375
en,Turn left: Four seasons for Roasted Duck                Turn right: Mandarin Kitchen for Lobster,2011-01-22,36377,4acf6ff6f964a520a6d320e3,http://tour-pedia.org/api/getPlaceDetails?id=36377
en,Turn left and Noodle Oodle on the opposite side.Their roast duck a must try,2011-03-19,36377,4acf6ff6f964a520a6d320e3,http://tour-pedia.org/api/getPlaceDetails?id=36377
lv,jādodas uz shoppingu!,2011-09-03,36377,4acf6ff6f964a520a6d320e3,http://tour-pedia.org/api/getPlaceDetails?id=36377
de,Hier ist für jeden Geschmack etwas zu Essen zu finden!,2013-06-09,36377,4acf6ff6f964a520a6d320e3,http://tour-pedia.org/api/getPlaceDetails?id=36377
en,"Manoush is a Persian restaurant with good kebab, both shish k. and koobideh k.",2013-07-29,36377,4acf6ff6f964a520a6d320e3,http://tour-pedia.org/api/getPlaceDetails?id=36377
en,"For less crowded northboud carriages, walk down to the other end of the platform. For less crowded southbound carriages, stay closer to the stairs.",2010-03-04,36388,4acf7f88f964a5201ed420e3,http://tour-pedia.org/api/getPlaceDetails?id=36388
en,The jubilee line is so crap!,2010-09-25,36388,4acf7f88f964a5201ed420e3,http://tour-pedia.org/api/getPlaceDetails?id=36388
en,"Coach stop is between the tube station and the O2, a few steps from the regular bus stop.",2010-11-08,36388,4acf7f88f964a5201ed420e3,http://tour-pedia.org/api/getPlaceDetails?id=36388
en,Amersham trains DO depart from here - old tips are wrong,2010-12-21,36388,4acf7f88f964a5201ed420e3,http://tour-pedia.org/api/getPlaceDetails?id=36388
en,Avoid the jubilee line as its Pis poor over crowded and so badly managed,2011-07-25,36388,4acf7f88f964a5201ed420e3,http://tour-pedia.org/api/getPlaceDetails?id=36388
en,The jubilee line is so great!,2011-10-22,36388,4acf7f88f964a5201ed420e3,http://tour-pedia.org/api/getPlaceDetails?id=36388
en,"This is a good place to change from Metropolitan to Jubilee lines and vice-versa, as it's quicker than the busier places they both serve.",2012-08-25,36388,4acf7f88f964a5201ed420e3,http://tour-pedia.org/api/getPlaceDetails?id=36388
en,This station it's very cold...,2012-09-24,36388,4acf7f88f964a5201ed420e3,http://tour-pedia.org/api/getPlaceDetails?id=36388
en,Jubilee line seats r uncomfortable and cold,2013-04-04,36388,4acf7f88f964a5201ed420e3,http://tour-pedia.org/api/getPlaceDetails?id=36388
en,"If heading north to Wembley Park and beyond and you are on the Jubilee line, save a few stops and a few minutes by geting off here and jumping on a Metropolitan line train instead",2013-04-10,36388,4acf7f88f964a5201ed420e3,http://tour-pedia.org/api/getPlaceDetails?id=36388
en,mind the gap biatches,2013-04-17,36388,4acf7f88f964a5201ed420e3,http://tour-pedia.org/api/getPlaceDetails?id=36388
en,Let people off the train first... not rocket science,2013-06-27,36388,4acf7f88f964a5201ed420e3,http://tour-pedia.org/api/getPlaceDetails?id=36388
en,Walk to the far end of the platform (back of train) for a seat into London during rush hour,2010-04-26,36393,4acf8827f964a52052d420e3,http://tour-pedia.org/api/getPlaceDetails?id=36393
en,"If you're arriving from Central London, take the last carriage for the exit! Or the first carriage from West Ruislip!",2011-02-03,36393,4acf8827f964a52052d420e3,http://tour-pedia.org/api/getPlaceDetails?id=36393
en,The ticket office is only open until 10:15am on weekdays so if you have an issue that needs human help don't expect to get it at this station after 10:15!,2011-04-01,36393,4acf8827f964a52052d420e3,http://tour-pedia.org/api/getPlaceDetails?id=36393
en,Get on the last carriage if you go to shepherds bush or euston,2012-03-12,36393,4acf8827f964a52052d420e3,http://tour-pedia.org/api/getPlaceDetails?id=36393
en,If going the West Ruislip sit near the front so you get off near the stairs,2012-04-07,36393,4acf8827f964a52052d420e3,http://tour-pedia.org/api/getPlaceDetails?id=36393
en,"Public toilets at this station, unusual and not super pleasant, but worth knowing. They are in the entrance hall",2012-04-17,36393,4acf8827f964a52052d420e3,http://tour-pedia.org/api/getPlaceDetails?id=36393
af,"Don't get off, you won't like it, it's vile.",2012-07-22,36393,4acf8827f964a52052d420e3,http://tour-pedia.org/api/getPlaceDetails?id=36393
en,If you use the hotels here then make sure you leave by the right exit to find the one your using.,2013-02-14,36393,4acf8827f964a52052d420e3,http://tour-pedia.org/api/getPlaceDetails?id=36393
en,More there are few rubbish bins at this station.,2013-04-01,36393,4acf8827f964a52052d420e3,http://tour-pedia.org/api/getPlaceDetails?id=36393
en,Get off here for Park Royal station. Short walk.,2013-09-21,36393,4acf8827f964a52052d420e3,http://tour-pedia.org/api/getPlaceDetails?id=36393
en,Avoid when school parentsnare dropping off or picking up kids.,2010-07-02,36398,4acf8f67f964a5208fd420e3,http://tour-pedia.org/api/getPlaceDetails?id=36398
en,There's a weak mobile signal available on the Circle/District platform.,2010-02-12,36420,4ad03fa4f964a520c4d720e3,http://tour-pedia.org/api/getPlaceDetails?id=36420
en,One bar signal on 3,2010-03-11,36420,4ad03fa4f964a520c4d720e3,http://tour-pedia.org/api/getPlaceDetails?id=36420
en,"Checkout the fruit sellers, get some good fruit deals with them! Makes a good breakfast.",2010-08-06,36420,4ad03fa4f964a520c4d720e3,http://tour-pedia.org/api/getPlaceDetails?id=36420
en,Bakerloo platforms are useful if boiling alive is your bag.,2010-09-08,36420,4ad03fa4f964a520c4d720e3,http://tour-pedia.org/api/getPlaceDetails?id=36420
en,2 bars of 3G signal on circle & district platform!,2010-09-24,36420,4ad03fa4f964a520c4d720e3,http://tour-pedia.org/api/getPlaceDetails?id=36420
en,3 Bars using my iPhone on O2! I win.,2010-10-03,36420,4ad03fa4f964a520c4d720e3,http://tour-pedia.org/api/getPlaceDetails?id=36420
en,"This section of the Thames Embankment became the first street in Britain to be lit by electric street lights, as part of an experiment by the Metropolitan Board of Works in 1879.",2011-02-10,36420,4ad03fa4f964a520c4d720e3,http://tour-pedia.org/api/getPlaceDetails?id=36420
en,Don't stop in front of the gates!!!!,2011-06-10,36420,4ad03fa4f964a520c4d720e3,http://tour-pedia.org/api/getPlaceDetails?id=36420
en,There are no plugs here for working!!! Only one - by the loo - the hot seat!!!,2011-10-11,36420,4ad03fa4f964a520c4d720e3,http://tour-pedia.org/api/getPlaceDetails?id=36420
en,3g signal confirmed,2012-02-03,36420,4ad03fa4f964a520c4d720e3,http://tour-pedia.org/api/getPlaceDetails?id=36420
en,2-3 bars on 3 for me.,2012-04-10,36420,4ad03fa4f964a520c4d720e3,http://tour-pedia.org/api/getPlaceDetails?id=36420
en,Tube delays of 15mins or more entitle you to a full voucher refund. Apply here: http://goo.gl/MPBZ,2012-04-13,36420,4ad03fa4f964a520c4d720e3,http://tour-pedia.org/api/getPlaceDetails?id=36420
no,Virgin underground Wi - Fi available.,2012-11-02,36420,4ad03fa4f964a520c4d720e3,http://tour-pedia.org/api/getPlaceDetails?id=36420
en,"You can get Circle Line via Liverpool Street and District Libe going to Tower Hill, Upminster and Barking from here.",2012-12-15,36420,4ad03fa4f964a520c4d720e3,http://tour-pedia.org/api/getPlaceDetails?id=36420
de,Free Virgin WiFi :),2013-01-10,36420,4ad03fa4f964a520c4d720e3,http://tour-pedia.org/api/getPlaceDetails?id=36420
en,"With James Bond in pursuit, Silva leaves Embankment Underground at the Northumberland Ave exit and gets into a Met Police Range Rover in Skyfall (2012).",2013-07-14,36420,4ad03fa4f964a520c4d720e3,http://tour-pedia.org/api/getPlaceDetails?id=36420
en,Wifi is available on this station if you are a Vodafone customer,2013-08-12,36420,4ad03fa4f964a520c4d720e3,http://tour-pedia.org/api/getPlaceDetails?id=36420
en,There’s a busking pitch at this station at the mid level concourse (interchange to District line).,2013-09-27,36420,4ad03fa4f964a520c4d720e3,http://tour-pedia.org/api/getPlaceDetails?id=36420
en,"This is where you can here the original recording of ""Mind the gap!""",2013-10-25,36420,4ad03fa4f964a520c4d720e3,http://tour-pedia.org/api/getPlaceDetails?id=36420
en,"Worth a look- the lai loi good store, pie shop at the Greenwich end of the street, Deptford project cafe and the Albany art centre",2010-07-24,36423,4ad04c6ff964a520d1d720e3,http://tour-pedia.org/api/getPlaceDetails?id=36423
en,Go eat at Panda Panda! The watermelon bubble tea is fantabulous.,2012-01-06,36423,4ad04c6ff964a520d1d720e3,http://tour-pedia.org/api/getPlaceDetails?id=36423
en,The mango smoothie is second to none,2012-10-22,36423,4ad04c6ff964a520d1d720e3,http://tour-pedia.org/api/getPlaceDetails?id=36423
en,They do a marvellous breakfast but don't forget to bring your own pyjamas,2010-04-04,36429,4ad0624ef964a520efd720e3,http://tour-pedia.org/api/getPlaceDetails?id=36429
en,Charles Stanley Fletcher. You are hearby sentenced etc etc.,2010-11-24,36429,4ad0624ef964a520efd720e3,http://tour-pedia.org/api/getPlaceDetails?id=36429
en,"London’s largest prison is where WW2 traitors William Joyce (Lord Haw Haw) and John Amery were hanged, and from where Great Train Robber Ronnie Biggs escaped in 1965.",2011-02-14,36429,4ad0624ef964a520efd720e3,http://tour-pedia.org/api/getPlaceDetails?id=36429
en,This is where Alex was imprisoned in A Clockwork Orange.,2012-06-09,36429,4ad0624ef964a520efd720e3,http://tour-pedia.org/api/getPlaceDetails?id=36429
en,"If on remand, try to get accommodation on C wing as opposed to D wing (which has the lavatory in the cell open plan, rather than en suite).",2013-06-02,36429,4ad0624ef964a520efd720e3,http://tour-pedia.org/api/getPlaceDetails?id=36429
hr,Have a brake..:-)),2013-06-09,36429,4ad0624ef964a520efd720e3,http://tour-pedia.org/api/getPlaceDetails?id=36429
en,"Don't get in a serious trouble,the Crime is not worth any money,freedom is worth everything.So keep out of trouble.",2013-06-24,36429,4ad0624ef964a520efd720e3,http://tour-pedia.org/api/getPlaceDetails?id=36429
en,Very good connection to other parts from here; out and turn left... Bus station just after tesco goes pretty much everywhere!,2012-04-09,36440,4ad070b6f964a52012d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36440
en,10 min early in the morning can save the dreaded human snail up the escalators of the Piccadilly line.,2009-12-15,36455,4ad090f1f964a52074d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36455
en,Avoid between 5:30 and 6 PM at all costs on a weekday. They tend to close due to overcrowd and everyone bottlenecks outside.,2010-03-30,36455,4ad090f1f964a52074d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36455
en,You might get blown over if u stand for two long at the front entrance!,2011-04-01,36455,4ad090f1f964a52074d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36455
en,Free ATMs under cover at Metro Bank just opposite!,2011-08-19,36455,4ad090f1f964a52074d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36455
en,Travel between here and Tottenham Court Road on the Northern Line and you'll pass the disused Museum station where the Benin marbles and other artefacts were stored during the war.,2011-09-16,36455,4ad090f1f964a52074d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36455
en,"Avoid between 5.30 and 6, overcrowding causes horrendous delays.",2011-10-06,36455,4ad090f1f964a52074d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36455
en,"Essentially my tube station for a week in London. I found the card machines didn't work as well as just waiting in the ticket booth line. Using an American Visa card, that is.",2011-12-10,36455,4ad090f1f964a52074d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36455
en,"Must collect dropped items on track next day or else lost forever! Regularly locked out of station, can walk to Chancery lane.",2011-12-11,36455,4ad090f1f964a52074d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36455
en,"If you are lucky, You can get nice designed oyster card case after through the gate on the ground. they are divided sometime.",2012-08-06,36455,4ad090f1f964a52074d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36455
en,Use Covent garden or Russell Square instead and add a little bit of extra exercise and to make it harder walk up the stairs!,2012-08-13,36455,4ad090f1f964a52074d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36455
en,Extra busy after 5 o'clock,2012-11-08,36455,4ad090f1f964a52074d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36455
en,Take the stairs if you want a mini work out,2013-01-07,36455,4ad090f1f964a52074d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36455
en,Near to this station is small but really fast costa coffee :),2013-07-18,36455,4ad090f1f964a52074d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36455
fr,Wifi available from virgin,2013-09-06,36455,4ad090f1f964a52074d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36455
en,Some folks should seriously consider taking a shower before imposing themselves on fellow passenger's :/ sheesh,2013-10-25,36455,4ad090f1f964a52074d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36455
en,A nice and historic station.,2010-02-06,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,You have to pay to go to the toilet,2010-04-02,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,"Places to eat include West Country Cornish Pasties, Burger King, M&S Foodstore and Oi Bagel.",2010-04-02,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,"Gents toilets are down the far end, past burger king!",2010-04-18,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,"Do the whole food round up at marylebone station. Get. Some lunch meat from m&s, a Cornish pastry, a bagel, a paul sandwich and some cheese from the cheese shop. Top it off with a whopper from BK.",2010-05-11,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,The Burger King pigeons truly are the eighth wonder of the world.,2010-05-21,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,The cheese shop sells THE best chedder and caremilsed onion crusty roll! :),2010-05-26,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,Toilets are free unlike most major London stations,2010-05-27,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,The bagel shop is ace,2010-06-01,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,Catch claire and Gemma in Marylebone station this afternoon to get your hands on our flyers and recieve a free meeting room booking!,2010-06-17,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,The ladies toilets are now free again!,2010-07-07,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,This was the station where Gavin proposed to Stacy in the eponymous sitcom,2010-08-05,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,Best London station to get to High Wycombe.,2010-08-24,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,Are Boris bike hire stations left out of main entrance on Dorset Square and outside side entrance past BK etc on Harewood Ave. The former is usually full early morning if you are trying to park,2010-08-25,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,book cheaper train tickets to and from London Marylebone 1 hour to 12 weeks in advance with http://uk.trains.to,2010-09-26,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
fr,"Loos are 30p, no change given, despite previous reports",2010-10-07,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,"Ordered chicken n mushroom from west cornwall pasty, the guy gave me steak n ale. Still nice though.",2010-10-27,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,One word: Paul's,2010-11-09,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,The coffee from AMT is way too hot (scorched) and tastes dreadful. Wait until you can get to a Starbucks.,2010-11-16,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,Wow 30pence for toilets that are filthy and taps don't even work. Great hand dryers though. Thirty pee well spent. Load of toss.,2010-11-20,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,Loos are foc. Take chiltern train to Bicester Village. Big discounts for group travel!,2011-01-04,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,Be careful when you're entering and exiting the station during rush hour. There's always people handing out free papers and other promotional things,2011-01-12,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,The cafe opposite the station entrance does a cup of tea for 70p! Far cheaper than the places inside the station.,2011-01-24,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,"The area takes its name from the church of St.Mary at the Bourne (a variation of Tyburn, a local river). The 18th century Marylebone Gardens were famous for bear-baiting, prize-fighting and duelling.",2011-02-15,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,Try the new bagettinis at Upper Crust!,2011-02-17,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,The best coffee is from Paul. Ritazza second. Don't even bother with AMT.,2011-03-01,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,"There is no peak period for trains leaving London Marylebone, so bear that in mind when booking :-)",2011-03-10,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,"Drop your pastry flakes for the pigeons, they are excellent entertainment while waiting for the platform number to appear on the departure board.",2011-03-22,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,Platform departure numbers usually appear 5 minutes before departure time. Why?,2011-03-22,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,£1:25 coffee from Itsu,2011-04-12,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,"Don't spend too much time entering tips onto four square, otherwise you might miss your..... Oh bugger!!!!!",2011-04-12,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,30p for the toilets! :(,2011-04-15,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,AMT do a very good coffee milkshake called a froffee :),2011-05-09,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,Pick some flowers up for your mum at the flower stall just to the left of the main entrance as you come into the station.,2011-05-14,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,The cheese shop often does a deal - sandwich & drink = free fruit,2011-05-16,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,Possibly the poshest terminus in London...,2011-05-21,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,Possibly the poshest terminus in London...,2011-05-21,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,Possibly the poshest terminus in London...,2011-05-21,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,It's spelt Marylebone...,2011-06-14,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,Get the jalapeño and cheese pretzel from AMT. Yum!,2011-07-31,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,Water: massive variance in pricing; M&S cheapest rung now. Vote with your feet!,2011-08-02,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,Marylebone station was used in filming for The Beatles movie 'A Hard Day's Night' - it was chosen to represent Liverpool Lime Street station!,2011-08-19,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,Marylebone station was used in filming for The Beatles movie 'A Hard Day's Night' - it was chosen to represent Liverpool Lime Street station!,2011-08-19,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,Go to the Volunteer / nice pub around the corner from Baker Street,2011-09-09,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,"Where the posh commuters hang. Capitalist fools, the lot of 'em",2011-10-05,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,AMT COFFEE!!!!! NOM NOM!!!,2011-10-28,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,Baker loo lots of delayed trains at the moment !,2011-10-28,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,The little newsagent is shockingly expensive. Don't pay that much. It's the only way they'll learn.,2011-11-06,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,The gate-way to Daily Mail country,2011-11-25,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,"On weekends after 20h, train services to Birmingham are often cancelled without prior notice. Plan ahead!",2011-11-26,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,Actually the best rail-station to land when coming from the midlands... Bakker Street and the Tube is closeby.,2011-12-20,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,Great spot for a bit of suicide,2011-12-22,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,Mens Toilet gate is normally broken (so you don't have to pay)...otherwise it's 30p,2011-12-30,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,Free toilets now.,2012-01-09,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,Paying to go to the toilet????,2012-01-12,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
af,The dog dies.,2012-02-18,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,You have to pay 30p for the women's toilets but the men's are usually free,2012-03-11,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,London's most charming railway station.,2012-03-19,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,"Always check departure time before hand, plus when traveling, two words (Group Ticket)",2012-04-19,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,"The place stinks or diesel fuel, pollution probably as bad in here as downtown Mumbai!",2012-06-17,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,Gino's Cafe opposite station entrance is brill - great bacon sarnies and breakfasts and cheap. Everyone from businessmen to brickies can be found there. Voted one of London's Top 20 caffs,2012-06-22,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,London Marylebone by far is one of the unique stations in London.Chiltern Railways Mainline is up and running. Offering services to Birmingham Moor Street and the West Midlands in 90 minutes.,2012-07-10,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,Marylebone is an anagram of Nearby Mole.,2012-09-05,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,Free wi-fi in the train,2012-09-09,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,If you get yor BITE card by registering on bitecard.co.uk your food here and even drinks will be 20% cheaper. You are welcome..,2012-10-08,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,The toilets in this station are so poor they ask for money when you go in.,2012-10-13,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,Apply for a Byte card and receive a discount at some of the fast food outlets here and at other stations...,2012-10-23,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,"It's only a short walk to Baker Street station so if wanting the Met. Hammersmith & City, circle or jubilee lines consider walking instead of the one stop on the Bakerloo line",2012-11-18,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,Is cheaper to buy the train tickets in a grp than individual..check it out at the ticketing office,2012-12-13,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,Gateway to the Midlands!,2012-12-23,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,National rail website provides platform information several minutes before the station board. Check it out and beat out other to get window seats..,2013-01-11,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,Use National Rail to see a departure board. It's often faster than the ones in the station so you can get to the platform before everyone else. http://ojp.nationalrail.co.uk/service/ldbboard/dep/MYB,2013-01-11,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,For a limited time only!!!  Piss for free while the turn stiles are out-of-order!,2013-02-02,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,Free wifi on Chiltern trains!,2013-02-02,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
it,@AMT Best cappuccino ever !,2013-02-21,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,"Just got off at London Marylebone Railway Station? Check-in with Foursquare between 2-5pm & enjoy sushi, dim sum & even black cod, with 30% discount! ;-)",2013-02-27,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,"If you take one number for your train journey from Marylebone, make it 61016. You can text to tell us about non-emergencies on a train or at a station (in emergencies dial 999). http://j.mp/text61016",2013-03-05,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,"If you're looking for somewhere to get passport photos, you're better off looking somewhere else. Absolutely not fit for purpose / appalling quality from the photo booth here and £5 for the privilege.",2013-03-16,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,Waiting on the platforms seems to be the norm at rush hour - platforms 4/5/6 a long way from the ticket machines ... Leave time to get there.,2013-05-02,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,Ladies loos currently free due to faulty turnstile. 03/06/13,2013-05-03,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,Here you take a train to Bicester Village. Make sure it is a return ticket and includes the shuttle to & from Bicester Village.,2013-05-10,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,Don't miss this small shop in the corner West Cornwall Pasty. They got amazing pastries.,2013-05-10,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,"Platform A is part way up platform 3. It's a holding location for trading departing from 4, 5 & 6.",2013-05-20,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
fa,واااااااااااااااو,2013-05-21,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,When going to the toilet pull the turnstile back slightly and slide on in - saves 30pence.,2013-05-23,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
it,Patisserie Valerie cafe in station. Amazing!,2013-06-08,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
en,Men's toilets are free for the time being. Woop! I'm living the life!!!!,2013-07-28,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
ar,الله اكبر الله اكبر الله اكبر لااله الا الله الله اكبر ولله الحمد. لا اله الا الله,2013-10-13,36462,4ad09694f964a52099d820e3,http://tour-pedia.org/api/getPlaceDetails?id=36462
